percent_hrmax,rpe,age,max_hr,hr,percent_ftp,weight,female,watts,activity
0.616,2.06,35.0,183.5,113.0,,,,,
0.584,0.0,33.0,184.9,108.0,,,,,
0.9740000000000001,9.29,23.0,191.9,187.0,,,,,
0.6629999999999999,2.76,32.0,185.6,123.0,,,,,
0.84,5.88,37.0,182.1,153.0,,,,,
0.523,0.0,21.0,193.3,101.0,,,,,
0.784,4.75,22.0,192.6,151.0,,,,,
0.9229999999999999,7.56,37.0,182.1,168.0,,,,,
0.894,6.97,27.0,189.1,169.0,,,,,
0.778,4.63,20.0,194.0,151.0,,,,,
0.9229999999999999,7.56,20.0,194.0,179.0,,,,,
0.7190000000000001,3.59,25.0,190.5,137.0,,,,,
0.795,4.97,33.0,184.9,147.0,,,,,
0.551,0.0,25.0,190.5,105.0,,,,,
0.945,8.0,28.0,188.4,178.0,,,,,
0.608,0.0,34.0,184.2,112.0,,,,,
0.675,2.93,37.0,182.1,123.0,,,,,
0.5820000000000001,0.0,32.0,185.6,108.0,,,,,
0.545,0.0,22.0,192.6,105.0,,,,,
0.619,2.1,27.0,189.1,117.0,,,,,
0.5539999999999999,0.0,29.0,187.7,104.0,,,,,
0.87,6.48,28.0,188.4,164.0,,,,,
0.8859999999999999,6.81,23.0,191.9,170.0,,,,,
0.737,3.85,20.0,194.0,143.0,,,,,
0.773,4.53,31.0,186.3,144.0,,,,,
0.529,0.0,38.0,181.4,96.0,,,,,
0.531,0.0,31.0,186.3,99.0,,,,,
0.59,0.0,33.0,184.9,109.0,,,,,
0.675,2.93,22.0,192.6,130.0,,,,,
0.813,5.33,23.0,191.9,156.0,,,,,
0.981,9.6,22.0,192.6,189.0,,,,,
0.685,3.08,28.0,188.4,129.0,,,,,
0.598,0.0,39.0,180.7,108.0,,,,,
0.7170000000000001,3.56,32.0,185.6,133.0,,,,,
0.7979999999999999,5.03,34.0,184.2,147.0,,,,,
0.711,3.47,24.0,191.2,136.0,,,,,
0.655,2.64,29.0,187.7,123.0,,,,,
0.561,0.0,22.0,192.6,108.0,,,,,
0.91,7.29,24.0,191.2,174.0,,,,,
0.524,0.0,22.0,192.6,101.0,,,,,
0.612,2.0,24.0,191.2,117.0,,,,,
0.61,0.0,21.0,193.3,118.0,,,,,
0.9540000000000001,8.4,29.0,187.7,179.0,,,,,
0.583,0.0,30.0,187.0,109.0,,,,,
0.8640000000000001,6.36,21.0,193.3,167.0,,,,,
0.9129999999999999,7.35,39.0,180.7,165.0,,,,,
0.57,0.0,39.0,180.7,103.0,,,,,
0.782,4.71,36.0,182.8,143.0,,,,,
0.7490000000000001,4.04,32.0,185.6,139.0,,,,,
0.648,2.53,26.0,189.8,123.0,,,,,
0.7190000000000001,3.59,25.0,190.5,137.0,,,,,
0.619,2.1,34.0,184.2,114.0,,,,,
0.8959999999999999,7.01,23.0,191.9,172.0,,,,,
0.609,0.0,39.0,180.7,110.0,,,,,
0.687,3.11,31.0,186.3,128.0,,,,,
0.9640000000000001,8.84,20.0,194.0,187.0,,,,,
0.8859999999999999,6.81,28.0,188.4,167.0,,,,,
0.92,7.49,27.0,189.1,174.0,,,,,
0.852,6.12,34.0,184.2,157.0,,,,,
0.815,5.37,36.0,182.8,149.0,,,,,
0.877,6.63,38.0,181.4,159.0,,,,,
0.73,3.75,25.0,190.5,139.0,,,,,
0.779,4.65,22.0,192.6,150.0,,,,,
0.9740000000000001,9.29,36.0,182.8,178.0,,,,,
0.607,0.0,22.0,192.6,117.0,,,,,
0.619,2.1,25.0,190.5,118.0,,,,,
0.897,7.03,28.0,188.4,169.0,,,,,
0.5710000000000001,0.0,32.0,185.6,106.0,,,,,
0.7809999999999999,4.69,30.0,187.0,146.0,,,,,
0.5710000000000001,0.0,37.0,182.1,104.0,,,,,
0.574,0.0,36.0,182.8,105.0,,,,,
0.725,3.67,31.0,186.3,135.0,,,,,
0.504,0.0,39.0,180.7,91.0,,,,,
0.905,7.19,35.0,183.5,166.0,,,,,
0.601,0.0,26.0,189.8,114.0,,,,,
0.9420000000000001,7.94,21.0,193.3,182.0,,,,,
0.875,6.59,31.0,186.3,163.0,,,,,
0.993,10.0,34.0,184.2,183.0,,,,,
0.818,5.43,37.0,182.1,149.0,,,,,
0.955,8.44,22.0,192.6,184.0,,,,,
0.76,4.26,34.0,184.2,140.0,,,,,
0.51,0.0,28.0,188.4,96.0,,,,,
0.7140000000000001,3.51,29.0,187.7,134.0,,,,,
0.639,2.4,29.0,187.7,120.0,,,,,
0.59,0.0,38.0,181.4,107.0,,,,,
0.841,5.9,22.0,192.6,162.0,,,,,
0.8109999999999999,5.29,33.0,184.9,150.0,,,,,
0.547,0.0,36.0,182.8,100.0,,,,,
0.7490000000000001,4.04,36.0,182.8,137.0,,,,,
0.7759999999999999,4.59,32.0,185.6,144.0,,,,,
0.613,2.01,36.0,182.8,112.0,,,,,
0.943,7.96,23.0,191.9,181.0,,,,,
0.53,0.0,22.0,192.6,102.0,,,,,
0.79,4.87,35.0,183.5,145.0,,,,,
0.649,2.55,31.0,186.3,121.0,,,,,
0.856,6.2,30.0,187.0,160.0,,,,,
0.975,9.33,32.0,185.6,181.0,,,,,
0.643,2.46,37.0,182.1,117.0,,,,,
0.755,4.16,34.0,184.2,139.0,,,,,
0.945,8.0,25.0,190.5,180.0,,,,,
0.706,3.39,20.0,194.0,137.0,,,,,
0.807,5.21,28.0,188.4,152.0,,,,,
0.872,6.53,30.0,187.0,163.0,,,,,
0.633,2.31,24.0,191.2,121.0,,,,,
0.606,0.0,38.0,181.4,110.0,,,,,
0.727,3.7,34.0,184.2,134.0,,,,,
0.9790000000000001,9.51,36.0,182.8,179.0,,,,,
0.825,5.58,39.0,180.7,149.0,,,,,
0.732,3.78,28.0,188.4,138.0,,,,,
0.7659999999999999,4.38,23.0,191.9,147.0,,,,,
0.7390000000000001,3.88,36.0,182.8,135.0,,,,,
0.9129999999999999,7.35,39.0,180.7,165.0,,,,,
0.6859999999999999,3.1,20.0,194.0,133.0,,,,,
0.972,9.2,37.0,182.1,177.0,,,,,
0.812,5.31,28.0,188.4,153.0,,,,,
0.573,0.0,28.0,188.4,108.0,,,,,
0.63,2.27,25.0,190.5,120.0,,,,,
0.917,7.43,37.0,182.1,167.0,,,,,
0.624,2.18,36.0,182.8,114.0,,,,,
0.639,2.4,22.0,192.6,123.0,,,,,
0.703,3.35,23.0,191.9,135.0,,,,,
0.9,7.09,21.0,193.3,174.0,,,,,
0.667,2.81,25.0,190.5,127.0,,,,,
0.508,0.0,27.0,189.1,96.0,,,,,
0.81,5.27,29.0,187.7,152.0,,,,,
0.741,3.91,37.0,182.1,135.0,,,,,
0.555,0.0,37.0,182.1,101.0,,,,,
0.722,3.63,36.0,182.8,132.0,,,,,
0.515,0.0,39.0,180.7,93.0,,,,,
0.643,2.46,37.0,182.1,117.0,,,,,
0.6829999999999999,3.05,23.0,191.9,131.0,,,,,
0.738,3.87,34.0,184.2,136.0,,,,,
0.602,0.0,36.0,182.8,110.0,,,,,
0.698,3.27,33.0,184.9,129.0,,,,,
0.9359999999999999,7.82,21.0,193.3,181.0,,,,,
0.862,6.32,32.0,185.6,160.0,,,,,
0.703,3.35,35.0,183.5,129.0,,,,,
0.935,7.8,39.0,180.7,169.0,,,,,
0.81,5.27,38.0,181.4,147.0,,,,,
0.708,3.42,33.0,184.9,131.0,,,,,
0.531,0.0,28.0,188.4,100.0,,,,,
0.92,7.49,27.0,189.1,174.0,,,,,
0.639,2.4,38.0,181.4,116.0,,,,,
0.872,6.53,30.0,187.0,163.0,,,,,
0.696,3.24,20.0,194.0,135.0,,,,,
0.623,2.16,22.0,192.6,120.0,,,,,
0.623,2.16,29.0,187.7,117.0,,,,,
0.54,0.0,22.0,192.6,104.0,,,,,
0.976,9.38,25.0,190.5,186.0,,,,,
0.975,9.33,26.0,189.8,185.0,,,,,
0.573,0.0,23.0,191.9,110.0,,,,,
0.9570000000000001,8.53,21.0,193.3,185.0,,,,,
0.812,5.31,28.0,188.4,153.0,,,,,
0.821,5.49,36.0,182.8,150.0,,,,,
0.8029999999999999,5.13,23.0,191.9,154.0,,,,,
0.569,0.0,31.0,186.3,106.0,,,,,
0.9279999999999999,7.66,37.0,182.1,169.0,,,,,
0.628,2.24,38.0,181.4,114.0,,,,,
0.518,0.0,35.0,183.5,95.0,,,,,
0.85,6.08,35.0,183.5,156.0,,,,,
0.7190000000000001,3.59,27.0,189.1,136.0,,,,,
0.736,3.84,37.0,182.1,134.0,,,,,
0.97,9.11,35.0,183.5,178.0,,,,,
0.667,2.81,38.0,181.4,121.0,,,,,
0.8190000000000001,5.45,39.0,180.7,148.0,,,,,
0.8320000000000001,5.72,31.0,186.3,155.0,,,,,
0.691,3.17,20.0,194.0,134.0,,,,,
0.9079999999999999,7.25,28.0,188.4,171.0,,,,,
0.688,3.13,25.0,190.5,131.0,,,,,
0.565,0.0,29.0,187.7,106.0,,,,,
0.9840000000000001,9.73,33.0,184.9,182.0,,,,,
0.706,3.39,32.0,185.6,131.0,,,,,
0.657,2.67,32.0,185.6,122.0,,,,,
0.561,0.0,35.0,183.5,103.0,,,,,
0.5920000000000001,0.0,22.0,192.6,114.0,,,,,
0.785,4.77,24.0,191.2,150.0,,,,,
0.545,0.0,27.0,189.1,103.0,,,,,
0.9590000000000001,8.62,29.0,187.7,180.0,,,,,
0.551,0.0,30.0,187.0,103.0,,,,,
0.8170000000000001,5.41,26.0,189.8,155.0,,,,,
0.747,4.0,39.0,180.7,135.0,,,,,
0.838,5.84,33.0,184.9,155.0,,,,,
0.544,0.0,37.0,182.1,99.0,,,,,
0.638,2.39,24.0,191.2,122.0,,,,,
0.6759999999999999,2.95,33.0,184.9,125.0,,,,,
0.857,6.22,32.0,185.6,159.0,,,,,
0.934,7.78,31.0,186.3,174.0,,,,,
0.62,2.12,39.0,180.7,112.0,,,,,
0.73,3.75,27.0,189.1,138.0,,,,,
0.9159999999999999,7.41,35.0,183.5,168.0,,,,,
0.604,0.0,23.0,191.9,116.0,,,,,
0.73,3.75,35.0,183.5,134.0,,,,,
0.961,8.71,34.0,184.2,177.0,,,,,
0.643,2.46,37.0,182.1,117.0,,,,,
0.629,2.25,29.0,187.7,118.0,,,,,
0.531,0.0,31.0,186.3,99.0,,,,,
0.67,2.86,39.0,180.7,121.0,,,,,
0.7609999999999999,4.28,25.0,190.5,145.0,,,,,
0.9420000000000001,7.94,21.0,193.3,182.0,,,,,
0.628,2.24,31.0,186.3,117.0,,,,,
0.601,0.0,31.0,186.3,112.0,,,,,
0.898,7.05,33.0,184.9,166.0,,,,,
0.7859999999999999,4.79,39.0,180.7,142.0,,,,,
0.711,3.47,38.0,181.4,129.0,,,,,
0.7490000000000001,4.04,36.0,182.8,137.0,,,,,
0.955,8.44,22.0,192.6,184.0,,,,,
0.6559999999999999,2.65,36.0,182.8,120.0,,,,,
0.9570000000000001,8.53,33.0,184.9,177.0,,,,,
0.917,7.43,23.0,191.9,176.0,,,,,
0.868,6.44,37.0,182.1,158.0,,,,,
0.626,2.21,28.0,188.4,118.0,,,,,
0.5539999999999999,0.0,21.0,193.3,107.0,,,,,
0.6779999999999999,2.98,36.0,182.8,124.0,,,,,
0.649,2.55,22.0,192.6,125.0,,,,,
0.552,0.0,33.0,184.9,102.0,,,,,
0.746,3.99,33.0,184.9,138.0,,,,,
0.88,6.69,31.0,186.3,164.0,,,,,
0.868,6.44,24.0,191.2,166.0,,,,,
0.639,2.4,22.0,192.6,123.0,,,,,
0.91,7.29,38.0,181.4,165.0,,,,,
0.848,6.04,21.0,193.3,164.0,,,,,
0.585,0.0,36.0,182.8,107.0,,,,,
0.785,4.77,26.0,189.8,149.0,,,,,
0.659,2.7,22.0,192.6,127.0,,,,,
0.507,0.0,35.0,183.5,93.0,,,,,
0.665,2.79,33.0,184.9,123.0,,,,,
0.495,0.0,29.0,187.7,93.0,,,,,
0.605,0.0,35.0,183.5,111.0,,,,,
0.875,6.59,31.0,186.3,163.0,,,,,
0.955,8.44,28.0,188.4,180.0,,,,,
0.516,0.0,26.0,189.8,98.0,,,,,
0.764,4.34,24.0,191.2,146.0,,,,,
0.5529999999999999,0.0,26.0,189.8,105.0,,,,,
0.903,7.15,33.0,184.9,167.0,,,,,
0.531,0.0,39.0,180.7,96.0,,,,,
0.629,2.25,36.0,182.8,115.0,,,,,
0.677,2.96,27.0,189.1,128.0,,,,,
0.682,3.04,31.0,186.3,127.0,,,,,
0.8440000000000001,5.96,28.0,188.4,159.0,,,,,
0.6,0.0,28.0,188.4,113.0,,,,,
0.778,4.63,31.0,186.3,145.0,,,,,
0.552,0.0,33.0,184.9,102.0,,,,,
0.835,5.78,20.0,194.0,162.0,,,,,
0.722,3.63,38.0,181.4,131.0,,,,,
0.777,4.61,27.0,189.1,147.0,,,,,
0.87,6.48,36.0,182.8,159.0,,,,,
0.627,2.22,33.0,184.9,116.0,,,,,
0.79,4.87,35.0,183.5,145.0,,,,,
0.736,3.84,37.0,182.1,134.0,,,,,
0.934,7.78,28.0,188.4,176.0,,,,,
0.591,0.0,24.0,191.2,113.0,,,,,
0.897,7.03,36.0,182.8,164.0,,,,,
0.9,7.09,32.0,185.6,167.0,,,,,
0.878,6.65,32.0,185.6,163.0,,,,,
0.99,10.0,36.0,182.8,181.0,,,,,
0.8190000000000001,5.45,32.0,185.6,152.0,,,,,
0.877,6.63,22.0,192.6,169.0,,,,,
0.534,0.0,27.0,189.1,101.0,,,,,
0.89,6.89,34.0,184.2,164.0,,,,,
0.8140000000000001,5.35,20.0,194.0,158.0,,,,,
0.9279999999999999,7.66,23.0,191.9,178.0,,,,,
0.693,3.2,29.0,187.7,130.0,,,,,
0.758,4.22,24.0,191.2,145.0,,,,,
0.725,3.67,37.0,182.1,132.0,,,,,
0.518,0.0,35.0,183.5,95.0,,,,,
0.552,0.0,33.0,184.9,102.0,,,,,
0.79,4.87,24.0,191.2,151.0,,,,,
0.595,0.0,38.0,181.4,108.0,,,,,
0.995,10.0,30.0,187.0,186.0,,,,,
0.611,0.0,33.0,184.9,113.0,,,,,
0.7170000000000001,3.56,30.0,187.0,134.0,,,,,
0.698,3.27,25.0,190.5,133.0,,,,,
0.785,4.77,35.0,183.5,144.0,,,,,
0.513,0.0,24.0,191.2,98.0,,,,,
0.794,4.95,29.0,187.7,149.0,,,,,
0.7909999999999999,4.89,37.0,182.1,144.0,,,,,
0.8079999999999999,5.23,32.0,185.6,150.0,,,,,
0.8140000000000001,5.35,32.0,185.6,151.0,,,,,
0.711,3.47,24.0,191.2,136.0,,,,,
0.5589999999999999,0.0,34.0,184.2,103.0,,,,,
0.695,3.23,32.0,185.6,129.0,,,,,
0.9890000000000001,9.96,30.0,187.0,185.0,,,,,
0.6559999999999999,2.65,38.0,181.4,119.0,,,,,
0.725,3.67,33.0,184.9,134.0,,,,,
0.722,3.63,28.0,188.4,136.0,,,,,
0.754,4.14,30.0,187.0,141.0,,,,,
0.75,4.06,21.0,193.3,145.0,,,,,
0.932,7.74,32.0,185.6,173.0,,,,,
0.635,2.34,34.0,184.2,117.0,,,,,
0.629,2.25,20.0,194.0,122.0,,,,,
0.934,7.78,34.0,184.2,172.0,,,,,
0.8540000000000001,6.16,26.0,189.8,162.0,,,,,
0.821,5.49,36.0,182.8,150.0,,,,,
0.7879999999999999,4.83,36.0,182.8,144.0,,,,,
0.535,0.0,38.0,181.4,97.0,,,,,
0.737,3.85,22.0,192.6,142.0,,,,,
0.919,7.47,25.0,190.5,175.0,,,,,
0.763,4.32,35.0,183.5,140.0,,,,,
0.555,0.0,37.0,182.1,101.0,,,,,
0.9740000000000001,9.29,23.0,191.9,187.0,,,,,
0.847,6.02,29.0,187.7,159.0,,,,,
0.7170000000000001,3.56,36.0,182.8,131.0,,,,,
0.885,6.79,34.0,184.2,163.0,,,,,
0.8270000000000001,5.62,26.0,189.8,157.0,,,,,
0.691,3.17,20.0,194.0,134.0,,,,,
0.862,6.32,37.0,182.1,157.0,,,,,
0.545,0.0,27.0,189.1,103.0,,,,,
0.754,4.14,30.0,187.0,141.0,,,,,
0.903,7.15,33.0,184.9,167.0,,,,,
0.872,6.53,35.0,183.5,160.0,,,,,
0.6509999999999999,2.58,25.0,190.5,124.0,,,,,
0.507,0.0,38.0,181.4,92.0,,,,,
0.519,0.0,30.0,187.0,97.0,,,,,
0.8340000000000001,5.76,30.0,187.0,156.0,,,,,
0.5379999999999999,0.0,21.0,193.3,104.0,,,,,
0.6459999999999999,2.5,25.0,190.5,123.0,,,,,
0.748,4.02,22.0,192.6,144.0,,,,,
0.695,3.23,28.0,188.4,131.0,,,,,
0.7979999999999999,5.03,25.0,190.5,152.0,,,,,
0.7490000000000001,4.04,30.0,187.0,140.0,,,,,
0.601,0.0,38.0,181.4,109.0,,,,,
0.9359999999999999,7.82,30.0,187.0,175.0,,,,,
0.675,2.93,39.0,180.7,122.0,,,,,
0.504,0.0,28.0,188.4,95.0,,,,,
0.938,7.86,20.0,194.0,182.0,,,,,
0.8140000000000001,5.35,20.0,194.0,158.0,,,,,
0.976,9.38,25.0,190.5,186.0,,,,,
0.5,0.0,37.0,182.1,91.0,,,,,
0.987,9.87,38.0,181.4,179.0,,,,,
0.9790000000000001,9.51,33.0,184.9,181.0,,,,,
0.851,6.1,27.0,189.1,161.0,,,,,
0.5379999999999999,0.0,21.0,193.3,104.0,,,,,
0.945,8.0,28.0,188.4,178.0,,,,,
0.65,2.56,29.0,187.7,122.0,,,,,
0.621,2.13,21.0,193.3,120.0,,,,,
0.821,5.49,36.0,182.8,150.0,,,,,
0.609,0.0,32.0,185.6,113.0,,,,,
0.9109999999999999,7.31,21.0,193.3,176.0,,,,,
0.61,0.0,21.0,193.3,118.0,,,,,
0.8079999999999999,5.23,32.0,185.6,150.0,,,,,
0.695,3.23,36.0,182.8,127.0,,,,,
0.722,3.63,38.0,181.4,131.0,,,,,
0.585,0.0,31.0,186.3,109.0,,,,,
0.5820000000000001,0.0,37.0,182.1,106.0,,,,,
0.873,6.55,32.0,185.6,162.0,,,,,
0.872,6.53,22.0,192.6,168.0,,,,,
0.612,2.0,38.0,181.4,111.0,,,,,
0.557,0.0,38.0,181.4,101.0,,,,,
0.741,3.91,35.0,183.5,136.0,,,,,
0.7879999999999999,4.83,27.0,189.1,149.0,,,,,
0.655,2.64,31.0,186.3,122.0,,,,,
0.835,5.78,25.0,190.5,159.0,,,,,
0.76,4.26,21.0,193.3,147.0,,,,,
0.777,4.61,27.0,189.1,147.0,,,,,
0.644,2.47,20.0,194.0,125.0,,,,,
0.51,0.0,34.0,184.2,94.0,,,,,
0.5660000000000001,0.0,27.0,189.1,107.0,,,,,
0.505,0.0,34.0,184.2,93.0,,,,,
0.7959999999999999,4.99,26.0,189.8,151.0,,,,,
0.904,7.17,38.0,181.4,164.0,,,,,
0.747,4.0,37.0,182.1,136.0,,,,,
0.782,4.71,34.0,184.2,144.0,,,,,
0.684,3.07,32.0,185.6,127.0,,,,,
0.753,4.12,39.0,180.7,136.0,,,,,
0.863,6.34,24.0,191.2,165.0,,,,,
0.523,0.0,24.0,191.2,100.0,,,,,
0.614,2.03,39.0,180.7,111.0,,,,,
0.807,5.21,35.0,183.5,148.0,,,,,
0.68,3.01,20.0,194.0,132.0,,,,,
0.882,6.73,25.0,190.5,168.0,,,,,
0.625,2.19,32.0,185.6,116.0,,,,,
0.613,2.01,20.0,194.0,119.0,,,,,
0.604,0.0,25.0,190.5,115.0,,,,,
0.757,4.2,35.0,183.5,139.0,,,,,
0.975,9.33,26.0,189.8,185.0,,,,,
0.515,0.0,31.0,186.3,96.0,,,,,
0.843,5.94,26.0,189.8,160.0,,,,,
0.9179999999999999,7.45,20.0,194.0,178.0,,,,,
0.877,6.63,38.0,181.4,159.0,,,,,
0.946,8.04,33.0,184.9,175.0,,,,,
0.5660000000000001,0.0,37.0,182.1,103.0,,,,,
0.941,7.92,27.0,189.1,178.0,,,,,
0.7190000000000001,3.59,33.0,184.9,133.0,,,,,
0.659,2.7,22.0,192.6,127.0,,,,,
0.633,2.31,22.0,192.6,122.0,,,,,
0.675,2.93,37.0,182.1,123.0,,,,,
0.523,0.0,35.0,183.5,96.0,,,,,
0.9590000000000001,8.62,32.0,185.6,178.0,,,,,
0.5670000000000001,0.0,30.0,187.0,106.0,,,,,
0.7709999999999999,4.48,34.0,184.2,142.0,,,,,
0.52,0.0,36.0,182.8,95.0,,,,,
0.711,3.47,26.0,189.8,135.0,,,,,
0.8759999999999999,6.61,20.0,194.0,170.0,,,,,
0.9540000000000001,8.4,32.0,185.6,177.0,,,,,
0.594,0.0,23.0,191.9,114.0,,,,,
0.599,0.0,35.0,183.5,110.0,,,,,
0.799,5.05,29.0,187.7,150.0,,,,,
0.6779999999999999,2.98,36.0,182.8,124.0,,,,,
0.855,6.18,28.0,188.4,161.0,,,,,
0.763,4.32,22.0,192.6,147.0,,,,,
0.722,3.63,34.0,184.2,133.0,,,,,
0.696,3.24,22.0,192.6,134.0,,,,,
0.748,4.02,28.0,188.4,141.0,,,,,
0.722,3.63,26.0,189.8,137.0,,,,,
0.665,2.79,35.0,183.5,122.0,,,,,
0.637,2.37,37.0,182.1,116.0,,,,,
0.598,0.0,32.0,185.6,111.0,,,,,
0.569,0.0,21.0,193.3,110.0,,,,,
0.529,0.0,35.0,183.5,97.0,,,,,
0.8,4.85,31.0,186.3,149.0,,,,,
0.6459999999999999,2.71,36.0,182.8,118.0,,,,,
0.975,10.0,26.0,189.8,185.0,,,,,
0.84,5.69,25.0,190.5,160.0,,,,,
0.9059999999999999,7.13,37.0,182.1,165.0,,,,,
0.983,10.0,34.0,184.2,181.0,,,,,
0.584,0.0,38.0,181.4,106.0,,,,,
0.919,7.42,25.0,190.5,175.0,,,,,
0.82,5.27,20.0,194.0,159.0,,,,,
0.6,0.0,33.0,184.9,111.0,,,,,
0.8109999999999999,5.08,24.0,191.2,155.0,,,,,
0.922,7.49,26.0,189.8,175.0,,,,,
0.889,6.76,24.0,191.2,170.0,,,,,
0.653,2.8,28.0,188.4,123.0,,,,,
0.985,10.0,23.0,191.9,189.0,,,,,
0.561,0.0,27.0,189.1,106.0,,,,,
0.9059999999999999,7.13,29.0,187.7,170.0,,,,,
0.584,0.0,28.0,188.4,110.0,,,,,
0.599,0.0,37.0,182.1,109.0,,,,,
0.895,6.89,21.0,193.3,173.0,,,,,
0.685,3.22,26.0,189.8,130.0,,,,,
0.7709999999999999,4.34,23.0,191.9,148.0,,,,,
0.698,3.39,25.0,190.5,133.0,,,,,
0.585,0.0,31.0,186.3,109.0,,,,,
0.703,3.45,27.0,189.1,133.0,,,,,
0.82,5.27,29.0,187.7,154.0,,,,,
0.667,2.98,25.0,190.5,127.0,,,,,
0.934,7.76,28.0,188.4,176.0,,,,,
0.955,10.0,22.0,192.6,184.0,,,,,
0.93,7.67,39.0,180.7,168.0,,,,,
0.898,6.96,25.0,190.5,171.0,,,,,
0.69,3.28,28.0,188.4,130.0,,,,,
0.6459999999999999,2.71,25.0,190.5,123.0,,,,,
0.87,6.33,23.0,191.9,167.0,,,,,
0.9009999999999999,7.02,26.0,189.8,171.0,,,,,
0.6829999999999999,3.19,23.0,191.9,131.0,,,,,
0.9570000000000001,10.0,24.0,191.2,183.0,,,,,
0.6409999999999999,2.64,32.0,185.6,119.0,,,,,
0.7190000000000001,3.66,29.0,187.7,135.0,,,,,
0.621,0.0,37.0,182.1,113.0,,,,,
0.98,10.0,23.0,191.9,188.0,,,,,
0.95,10.0,31.0,186.3,177.0,,,,,
0.515,0.0,39.0,180.7,93.0,,,,,
0.925,7.56,36.0,182.8,169.0,,,,,
0.8370000000000001,5.63,31.0,186.3,156.0,,,,,
0.8140000000000001,5.15,32.0,185.6,151.0,,,,,
0.6409999999999999,2.64,21.0,193.3,124.0,,,,,
0.883,6.62,27.0,189.1,167.0,,,,,
0.684,3.21,38.0,181.4,124.0,,,,,
0.773,4.37,31.0,186.3,144.0,,,,,
0.9059999999999999,7.13,37.0,182.1,165.0,,,,,
0.5539999999999999,0.0,21.0,193.3,107.0,,,,,
0.716,3.62,20.0,194.0,139.0,,,,,
0.609,0.0,39.0,180.7,110.0,,,,,
0.568,0.0,28.0,188.4,107.0,,,,,
0.862,6.16,22.0,192.6,166.0,,,,,
0.887,6.71,33.0,184.9,164.0,,,,,
0.946,10.0,33.0,184.9,175.0,,,,,
0.706,3.49,34.0,184.2,130.0,,,,,
0.884,6.64,37.0,182.1,161.0,,,,,
0.795,4.75,24.0,191.2,152.0,,,,,
0.852,5.94,22.0,192.6,164.0,,,,,
0.753,4.11,24.0,191.2,144.0,,,,,
0.703,3.45,39.0,180.7,127.0,,,,,
0.9740000000000001,10.0,36.0,182.8,178.0,,,,,
0.9259999999999999,7.58,24.0,191.2,177.0,,,,,
0.672,3.05,27.0,189.1,127.0,,,,,
0.985,10.0,36.0,182.8,180.0,,,,,
0.573,0.0,23.0,191.9,110.0,,,,,
0.7759999999999999,4.41,34.0,184.2,143.0,,,,,
0.7,3.42,32.0,185.6,130.0,,,,,
0.797,4.79,23.0,191.9,153.0,,,,,
0.659,2.88,37.0,182.1,120.0,,,,,
0.8009999999999999,4.88,26.0,189.8,152.0,,,,,
0.8140000000000001,5.15,32.0,185.6,151.0,,,,,
0.804,4.94,29.0,187.7,151.0,,,,,
0.753,4.11,39.0,180.7,136.0,,,,,
0.5710000000000001,0.0,32.0,185.6,106.0,,,,,
0.799,4.83,38.0,181.4,145.0,,,,,
0.628,0.0,24.0,191.2,120.0,,,,,
0.892,6.82,33.0,184.9,165.0,,,,,
0.986,10.0,32.0,185.6,183.0,,,,,
0.898,6.96,25.0,190.5,171.0,,,,,
0.57,0.0,29.0,187.7,107.0,,,,,
0.6509999999999999,2.77,34.0,184.2,120.0,,,,,
0.6729999999999999,3.06,32.0,185.6,125.0,,,,,
0.87,6.33,36.0,182.8,159.0,,,,,
0.737,3.9,24.0,191.2,141.0,,,,,
0.537,0.0,34.0,184.2,99.0,,,,,
0.665,2.96,20.0,194.0,129.0,,,,,
0.636,2.58,21.0,193.3,123.0,,,,,
0.498,0.0,22.0,192.6,96.0,,,,,
0.914,7.31,30.0,187.0,171.0,,,,,
0.69,3.28,26.0,189.8,131.0,,,,,
0.51,0.0,20.0,194.0,99.0,,,,,
0.73,3.81,25.0,190.5,139.0,,,,,
0.838,5.65,21.0,193.3,162.0,,,,,
0.6459999999999999,2.71,25.0,190.5,123.0,,,,,
0.727,3.77,26.0,189.8,138.0,,,,,
0.865,6.22,38.0,181.4,157.0,,,,,
0.758,4.17,24.0,191.2,145.0,,,,,
0.8759999999999999,6.47,28.0,188.4,165.0,,,,,
0.91,7.22,38.0,181.4,165.0,,,,,
0.743,3.98,28.0,188.4,140.0,,,,,
0.978,10.0,27.0,189.1,185.0,,,,,
0.838,5.65,21.0,193.3,162.0,,,,,
0.802,4.9,21.0,193.3,155.0,,,,,
0.941,7.91,39.0,180.7,170.0,,,,,
0.972,10.0,37.0,182.1,177.0,,,,,
0.888,6.73,38.0,181.4,161.0,,,,,
0.868,6.29,24.0,191.2,166.0,,,,,
0.965,10.0,38.0,181.4,175.0,,,,,
0.9329999999999999,7.73,26.0,189.8,177.0,,,,,
0.945,8.0,22.0,192.6,182.0,,,,,
0.981,10.0,35.0,183.5,180.0,,,,,
0.9,7.0,32.0,185.6,167.0,,,,,
0.7809999999999999,4.47,32.0,185.6,145.0,,,,,
0.946,10.0,36.0,182.8,173.0,,,,,
0.735,3.87,23.0,191.9,141.0,,,,,
0.9209999999999999,7.47,21.0,193.3,178.0,,,,,
0.635,2.57,25.0,190.5,121.0,,,,,
0.909,7.2,33.0,184.9,168.0,,,,,
0.8140000000000001,5.15,39.0,180.7,147.0,,,,,
0.986,10.0,35.0,183.5,181.0,,,,,
